name	status	missing	edgeMissing	extra	origOpaque	spriteOpaque	scaledFrom
temaki-elevator	match	0	0	0	78	78	
temaki-embassy	match	0	0	0	107	107	
temaki-fashion_accessories	match	0	0	0	55	55	
temaki-ferry	match	0	0	0	101	101	
temaki-field_hockey	match	0	0	0	83	83	
temaki-fighter_jet	match	0	0	0	54	54	
temaki-fire_hydrant	match	0	0	0	96	96	
temaki-fire_hydrant_underground	match	0	0	0	24	24	
temaki-fireplace	match	0	0	0	147	147	
temaki-fish_cleaning	match	0	0	0	23	23	
temaki-fish_ladder	match	0	0	0	105	105	
temaki-fishing_pier	match	0	0	0	35	35	
temaki-florist	match	0	0	0	44	44	
temaki-food	match	0	0	0	33	33	
temaki-fountain	match	0	0	0	112	112	
temaki-freight_car	match	0	0	0	95	95	
temaki-furniture	match	0	0	0	172	172	
temaki-garden_bed	match	0	0	0	95	95	
temaki-gas	match	0	0	0	104	104	
temaki-gas_device	match	0	0	0	100	100	
temaki-gas_manhole	match	0	0	0	153	153	
temaki-gas_meter	match	0	0	0	82	82	
temaki-gas_shutoff	match	0	0	0	74	74	
temaki-gate	match	0	0	0	103	103	
temaki-golf_cart	match	0	0	0	14	14	
temaki-golf_green	match	0	0	0	96	96	
temaki-gondola_lift	match	0	0	0	103	103	
temaki-goods_lift	match	0	0	0	121	121	
temaki-gown	match	0	0	0	102	102	
temaki-grapes	match	0	0	0	121	121	
temaki-grass	match	0	0	0	83	83	
temaki-guard_rail	match	0	0	0	102	102	
temaki-gym	match	0	0	0	30	30	
temaki-hair_care	match	0	0	0	52	52	
temaki-hammer_shoe	match	0	0	0	137	137	
temaki-hand	match	0	0	0	129	129	
temaki-handbag	match	0	0	0	102	102	
temaki-hang_gliding	match	0	0	0	38	38	
temaki-hangar	match	0	0	0	105	105	
temaki-hanging_rail	match	0	0	0	119	119	
temaki-hearing_aid	match	0	0	0	35	35	
temaki-heart	match	0	0	0	183	183	
temaki-heavy_rail	match	0	0	0	116	116	
temaki-hedge	match	0	0	0	149	149	
temaki-height_restrictor	match	0	0	0	94	94	
temaki-hinduism	match	0	0	0	120	120	
temaki-horizontal_bar	match	0	0	0	123	123	
temaki-horn_cleat	match	0	0	0	92	92	
temaki-horse_shelter	match	0	0	0	106	106	
temaki-horseshoe	match	0	0	0	97	97	
temaki-horseshoes	match	0	0	0	97	97	
temaki-hot_drink_cup	match	0	0	0	115	115	
temaki-houseboat	match	0	0	0	116	116	
temaki-hunting_blind	match	0	0	0	102	102	
temaki-hut	match	0	0	0	139	139	
temaki-ice_fishing	match	0	0	0	42	42	
temaki-ice_skating	match	0	0	0	37	37	
temaki-info_board	match	0	0	0	105	105	
temaki-inline_skating	match	0	0	0	36	36	
temaki-island_trees_building	match	0	0	0	116	116	
temaki-islet_tree	match	0	0	0	97	97	
temaki-j_bar_lift	match	0	0	0	56	56	
temaki-jet_skiing	match	0	0	0	17	17	
temaki-jetplane_front	match	0	0	0	59	59	
temaki-jewelry_store	match	0	0	0	116	116	
temaki-junction	match	0	0	0	62	62	
temaki-junk_car	match	0	0	0	111	111	
temaki-kayaking	match	0	0	0	49	49	
temaki-kerb-flush	match	0	0	0	32	32	
temaki-kerb-lowered	match	0	0	0	81	81	
temaki-kerb-raised	match	0	0	0	104	104	
temaki-kerb-rolled	match	0	0	0	65	65	
temaki-kerb-unspecified	match	0	0	0	104	104	
temaki-kitchen_sink	match	0	0	0	132	132	
temaki-latrine	match	0	0	0	62	62	
temaki-laundry	match	0	0	0	45	45	
temaki-lawn	match	0	0	0	94	94	
temaki-lawyer	match	0	0	0	34	34	
temaki-letter_box	match	0	0	0	91	91	
temaki-library	match	0	0	0	38	38	
temaki-lift_gate	match	0	0	0	76	76	
temaki-light_rail	match	0	0	0	98	98	
temaki-lipstick	match	0	0	0	51	51	
temaki-lock	match	0	0	0	50	50	
temaki-lounger	match	0	0	0	54	54	
temaki-lounging	match	0	0	0	119	119	
temaki-manhole	match	0	0	0	56	56	
temaki-manufactured_home	match	0	0	0	126	126	
temaki-mast	match	0	0	0	83	83	
temaki-mast_communication	match	0	0	0	101	101	
temaki-mast_lighting	match	0	0	0	83	83	
temaki-maze	match	0	0	0	96	96	
temaki-meat	match	0	0	0	165	165	
temaki-milestone	match	0	0	0	127	127	
temaki-military	match	0	0	0	98	98	
temaki-military_checkpoint	match	0	0	0	100	100	
temaki-milk_jug	match	0	0	0	105	105	
temaki-mineshaft_cage	match	0	0	0	111	111	
temaki-mineshaft_profile	match	0	0	0	130	130	
temaki-money_hand	match	0	0	0	77	77	
temaki-monorail	match	0	0	0	109	109	
temaki-motorcycle	match	0	0	0	71	71	
temaki-motorcycle_rental	match	0	0	0	99	99	
temaki-motorcycle_repair	match	0	0	0	107	107	
temaki-mountain_asterisk	match	0	0	0	110	110	
temaki-mountain_cross	match	0	0	0	111	111	
temaki-mountain_range	match	0	0	0	152	152	
temaki-movie_rental	match	0	0	0	45	45	
temaki-museum	match	0	0	0	124	124	
temaki-needle_and_spool	match	0	0	0	106	106	
temaki-obelisk	match	0	0	0	87	87	
temaki-oil_well	match	0	0	0	100	100	
temaki-os_benchmark	match	0	0	0	99	99	
temaki-parking_space	match	0	0	0	74	74	
temaki-passport_checkpoint	match	0	0	0	118	118	
temaki-ped_cyclist_crosswalk	match	0	0	0	126	126	
temaki-pedestrian	match	0	0	0	78	78	
temaki-pedestrian_and_cyclist	match	0	0	0	125	125	
temaki-pedestrian_crosswalk	match	0	0	0	77	77	
temaki-pedestrian_walled	match	0	0	0	79	79	
temaki-perfume	match	0	0	0	109	109	
temaki-pet_grooming	match	0	0	0	86	86	
temaki-pet_store	match	0	0	0	41	41	
temaki-pharmacy	match	0	0	0	23	23	
temaki-physiotherapist	match	0	0	0	39	39	
temaki-pick_hammer	match	0	0	0	91	91	
temaki-picnic_shelter	match	0	0	0	97	97	
temaki-pier_fixed	match	0	0	0	120	120	
temaki-pier_floating	match	0	0	0	112	112	
temaki-pin	match	0	0	0	34	34	
temaki-pipe	match	0	0	0	68	68	
temaki-plane_taxiing	match	0	0	0	102	102	
temaki-planes	match	0	0	0	80	80	
temaki-planes_bidirectional	match	0	0	0	96	96	
temaki-plant	match	0	0	0	93	93	
temaki-plaque	match	0	0	0	80	80	
temaki-platter_lift	match	0	0	0	52	52	
temaki-play_structure	match	0	0	0	81	81	
temaki-plumber	match	0	0	0	67	67	
temaki-police_checkpoint	match	0	0	0	99	99	
temaki-police_officer	match	0	0	0	92	92	
temaki-polished_nail	match	0	0	0	102	102	
temaki-portrait	match	0	0	0	121	121	
temaki-portrait_framed	match	0	0	0	118	118	
temaki-post_box	match	0	0	0	109	109	
temaki-poster_box	match	0	0	0	133	133	
temaki-power	match	0	0	0	63	63	
temaki-power_cb	match	0	0	0	35	35	
temaki-power_cb2	match	0	0	0	35	35	
temaki-power_circuit	match	0	0	0	35	35	
temaki-power_ct	match	0	0	0	35	35	
temaki-power_device	match	0	0	0	100	100	
temaki-power_isolator	match	0	0	0	35	35	
temaki-power_la	match	0	0	0	35	35	
temaki-power_manhole	match	0	0	0	153	153	
temaki-power_meter	match	0	0	0	82	82	
temaki-power_pole	match	0	0	0	90	90	
temaki-power_shutoff	match	0	0	0	52	52	
temaki-power_switch	match	0	0	0	35	35	
temaki-power_tower	match	0	0	0	93	93	
temaki-power_transformer	match	0	0	0	35	35	
temaki-powered_pump	match	0	0	0	119	119	
temaki-propane_tank	match	0	0	0	136	136	
temaki-psychic	match	0	0	0	127	127	
temaki-quakerism	match	0	0	0	84	84	
temaki-quay	match	0	0	0	68	68	
temaki-racetrack_oval	match	0	0	0	134	134	
temaki-radiation	match	0	0	0	127	127	
temaki-radio	match	0	0	0	114	114	
temaki-rafting	match	0	0	0	44	44	
temaki-rail_flag	match	0	0	0	112	112	
temaki-rail_profile	match	0	0	0	79	79	
temaki-railing	match	0	0	0	56	56	
temaki-railway_cable_track	match	0	0	0	129	129	
temaki-railway_signals	match	0	0	0	109	109	
temaki-railway_track	match	0	0	0	123	123	
temaki-railway_track_askew	match	0	0	0	141	141	
temaki-railway_track_mini	match	0	0	0	87	87	
temaki-railway_track_narrow	match	0	0	0	105	105	
temaki-railway_track_partial	match	0	0	0	90	90	
temaki-real_estate_agency	match	0	0	0	106	106	
temaki-rigging	match	0	0	0	88	88	
temaki-rocket_firework	match	0	0	0	67	67	
temaki-roller_coaster	match	0	0	0	67	67	
temaki-room	match	0	0	0	173	173	
temaki-rope_fence	match	0	0	0	14	14	
temaki-row_houses	match	0	0	0	151	151	
temaki-ruins	match	0	0	0	121	121	
temaki-rumble_strip	match	0	0	0	54	54	
temaki-saddle	match	0	0	0	125	125	
temaki-sail	match	0	0	0	127	127	
temaki-sailboat	match	0	0	0	81	81	
temaki-sailing	match	0	0	0	30	30	
temaki-sandbox	match	0	0	0	121	121	
temaki-sandwich	match	0	0	0	37	37	
temaki-scaffold	match	0	0	0	103	103	
temaki-school	match	0	0	0	70	70	
temaki-school_bus	match	0	0	0	105	105	
temaki-scuba_diving	match	0	0	0	36	36	
temaki-sculpture	match	0	0	0	72	72	
temaki-security_camera	match	0	0	0	41	41	
temaki-seesaw	match	0	0	0	106	106	
temaki-shield	match	0	0	0	112	112	
temaki-shinto	match	0	0	0	123	123	
temaki-shopping_mall	match	0	0	0	41	41	
temaki-shower	match	0	0	0	60	60	
temaki-shrub	match	0	0	0	156	156	
temaki-shrub_low	match	0	0	0	113	113	
temaki-shuffleboard	match	0	0	0	33	33	
temaki-sign_and_bench	match	0	0	0	57	57	
temaki-sign_and_car	match	0	0	0	86	86	
temaki-sign_and_pedestrian	match	0	0	0	80	80	
temaki-sikhism	match	0	0	0	135	135	
temaki-silo	match	0	0	0	75	75	
temaki-skateboarding	match	0	0	0	21	21	
temaki-ski_jumping	match	0	0	0	25	25	
temaki-skiing	match	0	0	0	26	26	
temaki-sledding	match	0	0	0	32	32	
temaki-sleep_shelter	match	0	0	0	106	106	
temaki-slide	match	0	0	0	94	94	
temaki-snow	match	0	0	0	45	45	
temaki-snow_shoeing	match	0	0	0	32	32	
temaki-snowboarding	match	0	0	0	38	38	
temaki-snowmobile	match	0	0	0	28	28	
temaki-social_facility	match	0	0	0	104	104	
temaki-spa	match	0	0	0	34	34	
temaki-speaker	match	0	0	0	87	87	
temaki-speed_bump	match	0	0	0	54	54	
temaki-speed_dip	match	0	0	0	77	77	
temaki-speed_dip_double	match	0	0	0	66	66	
temaki-speed_hump	match	0	0	0	68	68	
temaki-speed_table	match	0	0	0	65	65	
temaki-speedway_8	match	0	0	0	112	112	
temaki-speedway_oval	match	0	0	0	134	134	
temaki-spice_bottle	match	0	0	0	109	109	
temaki-spike_strip	match	0	0	0	75	75	
temaki-spotting_scope	match	0	0	0	76	76	
temaki-spring_rider	match	0	0	0	132	132	
temaki-stamp	match	0	0	0	137	137	
temaki-statue	match	0	0	0	61	61	
temaki-stile_squeezer	match	0	0	0	141	141	
temaki-stop	match	0	0	0	201	201	
temaki-storage	match	0	0	0	36	36	
temaki-storage_drum	match	0	0	0	135	135	
temaki-storage_fermenter	match	0	0	0	119	119	
temaki-storage_rental	match	0	0	0	28	28	
temaki-storage_tank	match	0	0	0	135	135	
temaki-street_lamp_arm	match	0	0	0	55	55	
temaki-striped_way	match	0	0	0	109	109	
temaki-striped_zone	match	0	0	0	121	121	
temaki-subway	match	0	0	0	153	153	
temaki-suitcase	match	0	0	0	106	106	
temaki-suitcase_key	match	0	0	0	98	98	
temaki-suitcase_xray	match	0	0	0	126	126	
temaki-surfing	match	0	0	0	31	31	
temaki-swamp	match	0	0	0	122	122	
temaki-t_bar_lift	match	0	0	0	67	67	
temaki-tall_gate	match	0	0	0	9	9	
temaki-tanning	match	0	0	0	29	29	
temaki-tanning2	match	0	0	0	54	54	
temaki-taoism	match	0	0	0	152	152	
temaki-tattoo_machine	match	0	0	0	108	108	
temaki-taxi_stand	match	0	0	0	35	35	
temaki-telephone	match	0	0	0	31	31	
temaki-telescope	match	0	0	0	93	93	
temaki-temaki	match	0	0	0	98	98	
temaki-tennis	match	0	0	0	26	26	
temaki-tents	match	0	0	0	57	57	
temaki-ticket	match	0	0	0	109	109	
temaki-tiling	match	0	0	0	153	153	
temaki-tire	match	0	0	0	154	154	
temaki-tire_course	match	0	0	0	144	144	
temaki-toll_gantry	match	0	0	0	74	74	
temaki-toolbox	match	0	0	0	53	53	
temaki-tools	match	0	0	0	101	101	
temaki-tower	match	0	0	0	63	63	
temaki-tower_communication	match	0	0	0	60	60	
temaki-town_hall	match	0	0	0	127	127	
temaki-traffic_signals	match	0	0	0	122	122	
temaki-train	match	0	0	0	110	110	
temaki-train_bullet	match	0	0	0	114	114	
temaki-train_diesel	match	0	0	0	121	121	
temaki-train_kids	match	0	0	0	94	94	
temaki-train_steam	match	0	0	0	102	102	
temaki-train_wash	match	0	0	0	135	135	
temaki-tram	match	0	0	0	86	86	
temaki-tram_side	match	0	0	0	97	97	
temaki-transit	match	0	0	0	99	99	
temaki-transit_shelter	match	0	0	0	76	76	
temaki-tree_and_bench	match	0	0	0	77	77	
temaki-tree_broadleaved	match	0	0	0	96	96	
temaki-tree_cactus	match	0	0	0	77	77	
temaki-tree_leafless	match	0	0	0	81	81	
temaki-tree_needleleaved	match	0	0	0	85	85	
temaki-tree_palm	match	0	0	0	101	101	
temaki-tree_row	match	0	0	0	127	127	
temaki-tree_stump	match	0	0	0	112	112	
temaki-trench	match	0	0	0	129	129	
temaki-trolleybus	match	0	0	0	100	100	
temaki-truck	match	0	0	0	123	123	
temaki-tunnel	match	0	0	0	120	120	
temaki-turnstile	match	0	0	0	39	39	
temaki-utility_pole	match	0	0	0	74	74	
temaki-vacuum	match	0	0	0	59	59	
temaki-vacuum_station	match	0	0	0	149	149	
temaki-valley	match	0	0	0	149	149	
temaki-vase	match	0	0	0	76	76	
temaki-vending_bread	match	0	0	0	111	111	
temaki-vending_cigarettes	match	0	0	0	111	111	
temaki-vending_cold_drink	match	0	0	0	111	111	
temaki-vending_cold_drink2	match	0	0	0	82	82	
temaki-vending_eggs	match	0	0	0	111	111	
temaki-vending_flat_coin	match	0	0	0	66	66	
temaki-vending_hot_drink	match	0	0	0	111	111	
temaki-vending_hot_drink2	match	0	0	0	82	82	
temaki-vending_ice	match	0	0	0	82	82	
temaki-vending_ice_cream	match	0	0	0	111	111	
temaki-vending_ice_cream2	match	0	0	0	82	82	
temaki-vending_lockers	match	0	0	0	110	110	
temaki-vending_love	match	0	0	0	111	111	
temaki-vending_machine	match	0	0	0	111	111	
temaki-vending_medicine	match	0	0	0	111	111	
temaki-vending_newspaper	match	0	0	0	93	93	
temaki-vending_pet_waste	match	0	0	0	158	158	
temaki-vending_stamps	match	0	0	0	111	111	
temaki-vending_tickets	match	0	0	0	111	111	
temaki-vending_venus	match	0	0	0	111	111	
temaki-vertex	match	0	0	0	37	37	
temaki-vertical_rotisserie	match	0	0	0	110	110	
temaki-veterinary_care	match	0	0	0	51	51	
temaki-wall	match	0	0	0	20	20	
temaki-waste	match	0	0	0	164	164	
temaki-waste_device	match	0	0	0	100	100	
temaki-waste_manhole	match	0	0	0	153	153	
temaki-waste_meter	match	0	0	0	82	82	
temaki-waste_shutoff	match	0	0	0	74	74	
temaki-water	match	0	0	0	131	131	
temaki-water_bottle	match	0	0	0	51	51	
temaki-water_device	match	0	0	0	100	100	
temaki-water_manhole	match	0	0	0	153	153	
temaki-water_meter	match	0	0	0	82	82	
temaki-water_shutoff	match	0	0	0	34	34	
temaki-water_tap	match	0	0	0	46	46	
temaki-water_tap_drinkable	match	0	0	0	74	74	
temaki-water_tower	match	0	0	0	91	91	
temaki-waterskiing	match	0	0	0	32	32	
temaki-well_pump_manual	match	0	0	0	76	76	
temaki-well_pump_powered	match	0	0	0	82	82	
temaki-whale_watching	match	0	0	0	36	36	
temaki-wheel	match	0	0	0	148	148	
temaki-wheelchair	match	0	0	0	45	45	
temaki-wheelchair_active	match	0	0	0	130	130	
temaki-wind_surfing	match	0	0	0	39	39	
temaki-wind_turbine	match	0	0	0	39	39	
temaki-windmill	match	0	0	0	127	127	
temaki-window	match	0	0	0	117	117	
temaki-windpump	match	0	0	0	95	95	
temaki-windsock	match	0	0	0	97	97	
temaki-x_oblique	match	0	0	0	85	85	
temaki-yield	match	0	0	0	94	94	
temaki-zoo	match	0	0	0	34	34	
triangle	match	0	0	0	0	0	
