Filename,Error Type,Detail
"temaki-taxi_stand.svg","VIEWBOX_MISMATCH","Path coordinates (-37.2, -29.6) to (45.7, 24.1) extend outside viewBox (0, 0) to (15, 15)"
"temaki-telephone.svg","VIEWBOX_MISMATCH","Path coordinates (-12.0, -16.6) to (19.5, 21.0) extend outside viewBox (0, 0) to (15, 15)"
"temaki-telescope.svg","VALID","No issues found"
"temaki-temaki.svg","VALID","No issues found"
"temaki-tennis.svg","VIEWBOX_MISMATCH","Path coordinates (-38.4, -27.3) to (25.5, 35.4) extend outside viewBox (0, 0) to (15, 15)"
"temaki-tents.svg","VIEWBOX_MISMATCH","Path coordinates (-17.3, -9.7) to (48.0, 48.0) extend outside viewBox (0, 0) to (15, 15)"
"temaki-ticket.svg","VALID","No issues found"
"temaki-tiling.svg","VALID","No issues found"
"temaki-tire.svg","VALID","No issues found"
"temaki-tire_course.svg","VALID","No issues found"
"temaki-toll_gantry.svg","VALID","No issues found"
"temaki-toolbox.svg","VIEWBOX_MISMATCH","Path coordinates (-21.0, -19.2) to (47.1, 21.0) extend outside viewBox (0, 0) to (15, 15)"
"temaki-tools.svg","VALID","No issues found"
"temaki-tower.svg","VALID","No issues found"
"temaki-tower_communication.svg","VALID","No issues found"
"temaki-town_hall.svg","VALID","No issues found"
"temaki-traffic_signals.svg","VALID","No issues found"
"temaki-train.svg","VALID","No issues found"
"temaki-train_bullet.svg","VALID","No issues found"
"temaki-train_diesel.svg","VALID","No issues found"
"temaki-train_kids.svg","VALID","No issues found"
"temaki-train_steam.svg","VALID","No issues found"
"temaki-train_wash.svg","VALID","No issues found"
"temaki-tram.svg","VALID","No issues found"
"temaki-tram_side.svg","VALID","No issues found"
"temaki-transit.svg","VALID","No issues found"
"temaki-transit_shelter.svg","VALID","No issues found"
"temaki-tree_and_bench.svg","VALID","No issues found"
"temaki-tree_broadleaved.svg","VALID","No issues found"
"temaki-tree_cactus.svg","VALID","No issues found"
"temaki-tree_leafless.svg","VALID","No issues found"
"temaki-tree_needleleaved.svg","VALID","No issues found"
"temaki-tree_palm.svg","VALID","No issues found"
"temaki-tree_row.svg","VALID","No issues found"
"temaki-tree_stump.svg","VALID","No issues found"
"temaki-trench.svg","VALID","No issues found"
"temaki-trolleybus.svg","VALID","No issues found"
"temaki-truck.svg","VALID","No issues found"
"temaki-tunnel.svg","VALID","No issues found"
"temaki-turnstile.svg","VALID","No issues found"
"temaki-utility_pole.svg","VALID","No issues found"
"temaki-vacuum.svg","VALID","No issues found"
"temaki-vacuum_station.svg","VALID","No issues found"
"temaki-valley.svg","VALID","No issues found"
"temaki-vase.svg","VALID","No issues found"
"temaki-vending_bread.svg","VALID","No issues found"
"temaki-vending_cigarettes.svg","VALID","No issues found"
"temaki-vending_cold_drink.svg","VALID","No issues found"
"temaki-vending_cold_drink2.svg","VALID","No issues found"
"temaki-vending_eggs.svg","VALID","No issues found"
"temaki-vending_flat_coin.svg","VALID","No issues found"
"temaki-vending_hot_drink.svg","VALID","No issues found"
"temaki-vending_hot_drink2.svg","VALID","No issues found"
"temaki-vending_ice.svg","VALID","No issues found"
"temaki-vending_ice_cream.svg","VALID","No issues found"
"temaki-vending_ice_cream2.svg","VALID","No issues found"
"temaki-vending_lockers.svg","VALID","No issues found"
"temaki-vending_love.svg","VALID","No issues found"
"temaki-vending_machine.svg","VALID","No issues found"
"temaki-vending_medicine.svg","VALID","No issues found"
"temaki-vending_newspaper.svg","VALID","No issues found"
"temaki-vending_pet_waste.svg","VALID","No issues found"
"temaki-vending_stamps.svg","VALID","No issues found"
"temaki-vending_tickets.svg","VALID","No issues found"
"temaki-vending_venus.svg","VALID","No issues found"
"temaki-vertex.svg","VALID","No issues found"
"temaki-vertical_rotisserie.svg","VALID","No issues found"
"temaki-veterinary_care.svg","VIEWBOX_MISMATCH","Path coordinates (-17.4, -17.3) to (29.1, 18.9) extend outside viewBox (0, 0) to (15, 15)"
"temaki-wall.svg","VIEWBOX_MISMATCH","Path coordinates (-5.0, -9.0) to (13.5, 11.0) extend outside viewBox (0, 0) to (15, 15)"
"temaki-waste.svg","VALID","No issues found"
"temaki-waste_device.svg","VALID","No issues found"
"temaki-waste_manhole.svg","VALID","No issues found"
"temaki-waste_meter.svg","VALID","No issues found"
"temaki-waste_shutoff.svg","VALID","No issues found"
"temaki-water.svg","VALID","No issues found"
"temaki-water_bottle.svg","VIEWBOX_MISMATCH","Path coordinates (-6.0, -6.0) to (46.0, 32.0) extend outside viewBox (0, 0) to (15, 15)"
"temaki-water_device.svg","VALID","No issues found"
"temaki-water_manhole.svg","VALID","No issues found"
"temaki-water_meter.svg","VALID","No issues found"
"temaki-water_shutoff.svg","VALID","No issues found"
"temaki-water_tap.svg","VALID","No issues found"
"temaki-water_tap_drinkable.svg","VALID","No issues found"
"temaki-water_tower.svg","VALID","No issues found"
"temaki-waterskiing.svg","VIEWBOX_MISMATCH","Path coordinates (-29.0, -34.5) to (29.6, 43.4) extend outside viewBox (0, 0) to (15, 15)"
"temaki-well_pump_manual.svg","VALID","No issues found"
"temaki-well_pump_powered.svg","VALID","No issues found"
"temaki-whale_watching.svg","VIEWBOX_MISMATCH","Path coordinates (-18.6, -22.2) to (48.0, 49.0) extend outside viewBox (0, 0) to (15, 15)"
"temaki-wheel.svg","VALID","No issues found"
"temaki-wheelchair.svg","VIEWBOX_MISMATCH","Path coordinates (-12.3, -12.5) to (24.4, 36.7) extend outside viewBox (0, 0) to (15, 15)"
"temaki-wheelchair_active.svg","VALID","No issues found"
"temaki-wind_surfing.svg","VIEWBOX_MISMATCH","Path coordinates (-41.1, -24.2) to (48.0, 49.0) extend outside viewBox (0, 0) to (15, 15)"
"temaki-wind_turbine.svg","VALID","No issues found"
"temaki-windmill.svg","VALID","No issues found"
"temaki-window.svg","VALID","No issues found"
"temaki-windpump.svg","VALID","No issues found"
"temaki-windsock.svg","VALID","No issues found"
"temaki-x_oblique.svg","VALID","No issues found"
"temaki-yield.svg","VALID","No issues found"
"temaki-zoo.svg","VIEWBOX_MISMATCH","Path coordinates (-15.2, -17.7) to (45.9, 28.9) extend outside viewBox (0, 0) to (15, 15)"
"triangle.svg","VALID","No issues found"
